Time - Voltage	Amplitude - Voltage
26:55.3	-4.556
26:55.3	-4.521
26:55.3	-4.561
26:55.4	-4.548
26:55.4	-4.492
26:55.4	-4.541
26:55.4	-4.529
26:55.4	-4.495
26:55.4	-4.543
26:55.4	-4.438
26:55.4	-4.558
26:55.4	-4.343
26:55.4	-4.502
26:55.4	-4.375
26:55.5	-4.551
26:55.5	-4.463
26:55.5	-4.541
26:55.5	-4.536
26:55.5	-4.534
26:55.5	-4.47
26:55.5	-4.558
26:55.5	-4.548
26:55.5	-4.548
26:55.5	-4.333
26:55.5	-4.304
26:55.6	-4.534
26:55.6	-4.548
26:55.6	-4.536
26:55.6	-3.979
26:55.6	-4.324
26:55.6	-4.548
26:55.6	-4.548
26:55.6	-4.27
26:55.6	-4.448
26:55.6	-4.49
26:55.6	-4.524
26:55.7	-4.392
26:55.7	-4.548
26:55.7	-4.465
26:55.7	-4.407
26:55.7	-4.465
26:55.7	-4.46
26:55.7	-4.509
26:55.7	-4.216
26:55.7	-4.561
26:55.7	-4.399
26:55.7	-4.458
26:55.8	-4.153
26:55.8	-4.49
26:55.8	-4.539
26:55.8	-4.548
26:55.8	-4.556
26:55.8	-4.546
26:55.8	-4.478
26:55.8	-4.128
26:55.8	-4.558
26:55.8	-4.434
26:55.8	-4.556
26:55.9	-4.307
26:55.9	-4.524
26:55.9	-4.558
26:55.9	-4.534
26:55.9	-4.548
26:55.9	-4.392
26:55.9	-4.558
26:55.9	-4.531
26:55.9	-4.497
26:55.9	-4.553
26:55.9	-4.558
26:56.0	-4.553
26:56.0	-4.558
26:56.0	-4.553
26:56.0	-4.504
26:56.0	-4.48
26:56.0	-4.568
26:56.0	-4.451
26:56.0	-4.568
26:56.0	-4.404
26:56.0	-4.558
26:56.0	-4.565
26:56.1	-4.565
26:56.1	-4.548
26:56.1	-4.553
26:56.1	-4.548
26:56.1	-4.565
26:56.1	-4.5
26:56.1	-4.543
26:56.1	-4.556
26:56.1	-4.492
26:56.1	-4.517
26:56.1	-4.495
26:56.2	-4.548
26:56.2	-4.541
26:56.2	-4.521
26:56.2	-4.543
26:56.2	-4.561
26:56.2	-4.551
26:56.2	-4.465
26:56.2	-4.541
26:56.2	-4.497
26:56.2	-4.348
26:56.3	-4.509
26:56.3	-4.495
26:56.3	-4.548
26:56.3	-4.468
26:56.3	-4.546
26:56.3	-4.497
26:56.3	-4.468
26:56.3	-4.519
26:56.3	-4.546
26:56.3	-4.507
26:56.3	-4.556
26:56.4	-4.556
26:56.4	-4.465
26:56.4	-4.553
26:56.4	-4.419
26:56.4	-4.551
26:56.4	-4.534
26:56.4	-4.548
26:56.4	-4.304
26:56.4	-4.475
26:56.4	-4.519
26:56.4	-4.556
26:56.5	-4.424
26:56.5	-4.548
26:56.5	-4.556
26:56.5	-4.558
26:56.5	-4.558
26:56.5	-4.556
26:56.5	-4.563
26:56.5	-4.402
26:56.5	-4.553
26:56.5	-4.37
26:56.5	-4.558
26:56.6	-4.429
26:56.6	-4.565
26:56.6	-4.47
26:56.6	-4.526
26:56.6	-4.536
26:56.6	-4.478
26:56.6	-4.556
26:56.6	-4.546
26:56.6	-4.561
26:56.6	-4.529
26:56.6	-4.575
26:56.7	-4.504
26:56.7	-4.507
26:56.7	-4.343
26:56.7	-4.539
26:56.7	-4.465
26:56.7	-4.578
26:56.7	-4.436
26:56.7	-4.5
26:56.7	-4.536
26:56.7	-4.546
26:56.8	-4.553
26:56.8	-4.529
26:56.8	-4.436
26:56.8	-4.553
26:56.8	-4.575
26:56.8	-4.578
26:56.8	-4.207
26:56.8	-4.214
26:56.8	-4.568
26:56.8	-4.546
26:56.8	-4.192
26:56.9	-4.16
26:56.9	-4.324
26:56.9	-4.546
26:56.9	-4.414
26:56.9	-3.831
26:56.9	-4.18
26:56.9	-3.677
